lsoa11cd,index_domain,decile,rank,score,year
E01006172,Barriers to Housing and Services,10,"29,670",8.816,2019
E01006172,Crime,6,"19,370",-0.182,2019
E01006172,"Education, Skills and Training",9,"27,341",4.965,2019
E01006172,Employment,5,"14,278",0.09,2019
E01006172,Health Deprivation and Disability,5,"14,989",0.067,2019
E01006172,Income,7,"20,409",0.075,2019
E01006172,Income Deprivation Affecting Children,9,"29,400",0.038,2019
E01006172,Income Deprivation Affecting Older People,6,"19,209",0.106,2019
E01006172,Index of Multiple Deprivation,7,"22,560",11.67,2019
E01006172,Living Environment,8,"23,026",10.98,2019
E01006173,Barriers to Housing and Services,10,"32,184",4.582,2019
E01006173,Crime,6,"18,770",-0.142,2019
E01006173,"Education, Skills and Training",9,"28,155",4.307,2019
E01006173,Employment,9,"29,390",0.035,2019
E01006173,Health Deprivation and Disability,7,"20,403",-0.284,2019
E01006173,Income,10,"30,924",0.029,2019
E01006173,Income Deprivation Affecting Children,10,"32,066",0.018,2019
E01006173,Income Deprivation Affecting Older People,9,"26,414",0.064,2019
E01006173,Index of Multiple Deprivation,10,"29,838",5.674,2019
E01006173,Living Environment,5,"14,928",20.464,2019
E01006174,Barriers to Housing and Services,10,"30,800",7.298,2019
E01006174,Crime,7,"22,596",-0.412,2019
E01006174,"Education, Skills and Training",10,"31,531",1.44,2019
E01006174,Employment,6,"17,187",0.076,2019
E01006174,Health Deprivation and Disability,8,"23,935",-0.54,2019
E01006174,Income,8,"23,472",0.061,2019
E01006174,Income Deprivation Affecting Children,9,"29,533",0.037,2019
E01006174,Income Deprivation Affecting Older People,8,"24,895",0.072,2019
E01006174,Index of Multiple Deprivation,8,"25,289",9.379,2019
E01006174,Living Environment,4,"10,614",26.905,2019
E01006175,Barriers to Housing and Services,6,"19,251",17.912,2019
E01006175,Crime,2,"4,869",0.851,2019
E01006175,"Education, Skills and Training",3,"8,179",31.006,2019
E01006175,Employment,1,"2,836",0.206,2019
E01006175,Health Deprivation and Disability,2,"4,316",0.988,2019
E01006175,Income,1,"3,068",0.274,2019
E01006175,Income Deprivation Affecting Children,1,"2,421",0.357,2019
E01006175,Income Deprivation Affecting Older People,2,"4,942",0.294,2019
E01006175,Index of Multiple Deprivation,2,"4,146",40.402,2019
E01006175,Living Environment,6,"16,609",18.256,2019
E01006176,Barriers to Housing and Services,9,"26,591",11.973,2019
E01006176,Crime,3,"7,270",0.635,2019
E01006176,"Education, Skills and Training",8,"24,217",7.726,2019
E01006176,Employment,5,"15,993",0.081,2019
E01006176,Health Deprivation and Disability,5,"13,722",0.151,2019
E01006176,Income,6,"18,750",0.085,2019
E01006176,Income Deprivation Affecting Children,8,"23,247",0.074,2019
E01006176,Income Deprivation Affecting Older People,6,"19,696",0.102,2019
E01006176,Index of Multiple Deprivation,6,"19,641",14.302,2019
E01006176,Living Environment,8,"24,316",9.744,2019
E01006177,Barriers to Housing and Services,6,"19,441",17.775,2019
E01006177,Crime,3,"7,945",0.583,2019
E01006177,"Education, Skills and Training",3,"7,869",31.865,2019
E01006177,Employment,2,"6,147",0.155,2019
E01006177,Health Deprivation and Disability,3,"7,364",0.652,2019
E01006177,Income,2,"5,409",0.222,2019
E01006177,Income Deprivation Affecting Children,2,"4,490",0.298,2019
E01006177,Income Deprivation Affecting Older People,2,"6,392",0.261,2019
E01006177,Index of Multiple Deprivation,3,"7,605",30.897,2019
E01006177,Living Environment,8,"24,377",9.688,2019
E01006178,Barriers to Housing and Services,10,"31,322",6.393,2019
E01006178,Crime,7,"21,299",-0.318,2019
E01006178,"Education, Skills and Training",9,"28,915",3.674,2019
E01006178,Employment,8,"23,589",0.054,2019
E01006178,Health Deprivation and Disability,8,"23,961",-0.542,2019
E01006178,Income,8,"24,191",0.058,2019
E01006178,Income Deprivation Affecting Children,9,"26,619",0.054,2019
E01006178,Income Deprivation Affecting Older People,7,"22,888",0.083,2019
E01006178,Index of Multiple Deprivation,9,"26,800",8.217,2019
E01006178,Living Environment,3,"9,414",28.938,2019
E01006179,Barriers to Housing and Services,4,"11,542",24.588,2019
E01006179,Crime,2,"5,793",0.763,2019
E01006179,"Education, Skills and Training",6,"18,419",13.698,2019
E01006179,Employment,2,"5,092",0.168,2019
E01006179,Health Deprivation and Disability,3,"8,691",0.535,2019
E01006179,Income,3,"6,654",0.2,2019
E01006179,Income Deprivation Affecting Children,3,"8,042",0.231,2019
E01006179,Income Deprivation Affecting Older People,3,"6,607",0.256,2019
E01006179,Index of Multiple Deprivation,3,"7,550",31.008,2019
E01006179,Living Environment,4,"11,748",25.047,2019
E01006180,Barriers to Housing and Services,8,"25,765",12.698,2019
E01006180,Crime,3,"7,964",0.582,2019
E01006180,"Education, Skills and Training",7,"21,678",10.145,2019
E01006180,Employment,5,"15,405",0.084,2019
E01006180,Health Deprivation and Disability,4,"10,525",0.387,2019
E01006180,Income,5,"14,735",0.112,2019
E01006180,Income Deprivation Affecting Children,6,"16,970",0.121,2019
E01006180,Income Deprivation Affecting Older People,3,"8,626",0.22,2019
E01006180,Index of Multiple Deprivation,5,"14,100",20.276,2019
E01006180,Living Environment,2,"4,264",39.981,2019
E01006181,Barriers to Housing and Services,8,"24,067",14.135,2019
E01006181,Crime,3,"9,410",0.475,2019
E01006181,"Education, Skills and Training",6,"17,759",14.501,2019
E01006181,Employment,4,"10,348",0.115,2019
E01006181,Health Deprivation and Disability,3,"8,719",0.532,2019
E01006181,Income,4,"11,372",0.141,2019
E01006181,Income Deprivation Affecting Children,5,"14,713",0.143,2019
E01006181,Income Deprivation Affecting Older People,4,"10,472",0.193,2019
E01006181,Index of Multiple Deprivation,4,"11,420",23.913,2019
E01006181,Living Environment,2,"5,844",35.912,2019
E01006182,Barriers to Housing and Services,9,"28,788",9.801,2019
E01006182,Crime,3,"8,862",0.515,2019
E01006182,"Education, Skills and Training",6,"17,578",14.71,2019
E01006182,Employment,7,"20,645",0.063,2019
E01006182,Health Deprivation and Disability,6,"17,968",-0.125,2019
E01006182,Income,6,"18,462",0.086,2019
E01006182,Income Deprivation Affecting Children,7,"21,168",0.087,2019
E01006182,Income Deprivation Affecting Older People,6,"18,390",0.112,2019
E01006182,Index of Multiple Deprivation,7,"19,992",13.964,2019
E01006182,Living Environment,5,"13,144",22.965,2019
E01006183,Barriers to Housing and Services,9,"27,415",11.2,2019
E01006183,Crime,5,"13,479",0.201,2019
E01006183,"Education, Skills and Training",8,"23,687",8.249,2019
E01006183,Employment,6,"17,215",0.076,2019
E01006183,Health Deprivation and Disability,7,"21,256",-0.338,2019
E01006183,Income,6,"18,247",0.088,2019
E01006183,Income Deprivation Affecting Children,7,"21,638",0.084,2019
E01006183,Income Deprivation Affecting Older People,7,"20,580",0.096,2019
E01006183,Index of Multiple Deprivation,7,"20,991",13.054,2019
E01006183,Living Environment,4,"11,432",25.568,2019
E01006184,Barriers to Housing and Services,6,"18,177",18.746,2019
E01006184,Crime,4,"13,077",0.228,2019
E01006184,"Education, Skills and Training",4,"9,945",26.74,2019
E01006184,Employment,3,"6,848",0.147,2019
E01006184,Health Deprivation and Disability,4,"11,375",0.319,2019
E01006184,Income,4,"10,569",0.149,2019
E01006184,Income Deprivation Affecting Children,5,"16,170",0.128,2019
E01006184,Income Deprivation Affecting Older People,4,"10,867",0.188,2019
E01006184,Index of Multiple Deprivation,4,"10,690",25.119,2019
E01006184,Living Environment,5,"15,951",19.113,2019
E01006185,Barriers to Housing and Services,5,"15,882",20.652,2019
E01006185,Crime,2,"3,495",1.003,2019
E01006185,"Education, Skills and Training",4,"12,629",21.862,2019
E01006185,Employment,2,"4,029",0.185,2019
E01006185,Health Deprivation and Disability,2,"5,624",0.83,2019
E01006185,Income,2,"4,099",0.248,2019
E01006185,Income Deprivation Affecting Children,2,"4,789",0.291,2019
E01006185,Income Deprivation Affecting Older People,1,"1,685",0.41,2019
E01006185,Index of Multiple Deprivation,2,"4,399",39.552,2019
E01006185,Living Environment,2,"3,561",42.374,2019
E01006186,Barriers to Housing and Services,5,"13,508",22.717,2019
E01006186,Crime,6,"17,829",-0.079,2019
E01006186,"Education, Skills and Training",5,"14,521",18.842,2019
E01006186,Employment,4,"11,275",0.108,2019
E01006186,Health Deprivation and Disability,3,"8,828",0.524,2019
E01006186,Income,3,"8,972",0.168,2019
E01006186,Income Deprivation Affecting Children,4,"10,222",0.198,2019
E01006186,Income Deprivation Affecting Older People,2,"5,562",0.278,2019
E01006186,Index of Multiple Deprivation,4,"10,666",25.167,2019
E01006186,Living Environment,2,"5,704",36.253,2019
E01006187,Barriers to Housing and Services,9,"28,608",10,2019
E01006187,Crime,5,"15,661",0.066,2019
E01006187,"Education, Skills and Training",5,"14,849",18.382,2019
E01006187,Employment,3,"8,304",0.132,2019
E01006187,Health Deprivation and Disability,4,"10,948",0.352,2019
E01006187,Income,4,"10,103",0.154,2019
E01006187,Income Deprivation Affecting Children,4,"10,481",0.194,2019
E01006187,Income Deprivation Affecting Older People,5,"14,510",0.146,2019
E01006187,Index of Multiple Deprivation,4,"10,199",25.992,2019
E01006187,Living Environment,1,"2,088",48.909,2019
E01006188,Barriers to Housing and Services,8,"23,600",14.55,2019
E01006188,Crime,8,"23,726",-0.496,2019
E01006188,"Education, Skills and Training",7,"20,247",11.683,2019
E01006188,Employment,3,"7,811",0.137,2019
E01006188,Health Deprivation and Disability,5,"14,508",0.101,2019
E01006188,Income,2,"4,678",0.237,2019
E01006188,Income Deprivation Affecting Children,4,"10,654",0.192,2019
E01006188,Income Deprivation Affecting Older People,1,"1,198",0.441,2019
E01006188,Index of Multiple Deprivation,4,"10,285",25.842,2019
E01006188,Living Environment,2,"5,826",35.961,2019
E01006189,Barriers to Housing and Services,8,"23,370",14.733,2019
E01006189,Crime,6,"17,764",-0.074,2019
E01006189,"Education, Skills and Training",4,"12,949",21.341,2019
E01006189,Employment,3,"8,567",0.13,2019
E01006189,Health Deprivation and Disability,4,"9,923",0.432,2019
E01006189,Income,3,"9,580",0.161,2019
E01006189,Income Deprivation Affecting Children,3,"9,759",0.205,2019
E01006189,Income Deprivation Affecting Older People,5,"15,528",0.136,2019
E01006189,Index of Multiple Deprivation,4,"11,430",23.902,2019
E01006189,Living Environment,4,"10,134",27.705,2019
E01006190,Barriers to Housing and Services,10,"31,138",6.708,2019
E01006190,Crime,9,"27,066",-0.776,2019
E01006190,"Education, Skills and Training",10,"31,160",1.753,2019
E01006190,Employment,10,"29,669",0.034,2019
E01006190,Health Deprivation and Disability,9,"28,441",-0.953,2019
E01006190,Income,10,"30,348",0.032,2019
E01006190,Income Deprivation Affecting Children,10,"30,912",0.028,2019
E01006190,Income Deprivation Affecting Older People,9,"28,050",0.056,2019
E01006190,Index of Multiple Deprivation,10,"31,239",4.279,2019
E01006190,Living Environment,4,"11,284",25.813,2019
E01006191,Barriers to Housing and Services,10,"29,917",8.53,2019
E01006191,Crime,8,"23,030",-0.443,2019
E01006191,"Education, Skills and Training",10,"31,257",1.666,2019
E01006191,Employment,10,"31,470",0.026,2019
E01006191,Health Deprivation and Disability,8,"24,068",-0.551,2019
E01006191,Income,10,"31,325",0.027,2019
E01006191,Income Deprivation Affecting Children,10,"32,757",0.008,2019
E01006191,Income Deprivation Affecting Older People,9,"27,330",0.059,2019
E01006191,Index of Multiple Deprivation,10,"31,220",4.296,2019
E01006191,Living Environment,5,"13,993",21.773,2019
E01006192,Barriers to Housing and Services,10,"32,103",4.794,2019
E01006192,Crime,5,"14,013",0.169,2019
E01006192,"Education, Skills and Training",10,"31,194",1.718,2019
E01006192,Employment,8,"26,059",0.046,2019
E01006192,Health Deprivation and Disability,8,"26,034",-0.711,2019
E01006192,Income,8,"26,095",0.05,2019
E01006192,Income Deprivation Affecting Children,9,"29,106",0.04,2019
E01006192,Income Deprivation Affecting Older People,7,"22,748",0.083,2019
E01006192,Index of Multiple Deprivation,9,"29,294",6.14,2019
E01006192,Living Environment,6,"19,620",14.535,2019
E01006193,Barriers to Housing and Services,9,"27,370",11.24,2019
E01006193,Crime,6,"18,724",-0.139,2019
E01006193,"Education, Skills and Training",10,"31,750",1.226,2019
E01006193,Employment,10,"30,419",0.031,2019
E01006193,Health Deprivation and Disability,8,"23,572",-0.511,2019
E01006193,Income,8,"26,121",0.05,2019
E01006193,Income Deprivation Affecting Children,8,"25,245",0.062,2019
E01006193,Income Deprivation Affecting Older People,8,"24,888",0.072,2019
E01006193,Index of Multiple Deprivation,10,"30,280",5.237,2019
E01006193,Living Environment,7,"20,492",13.605,2019
E01006194,Barriers to Housing and Services,9,"27,937",10.719,2019
E01006194,Crime,4,"11,121",0.353,2019
E01006194,"Education, Skills and Training",10,"31,587",1.391,2019
E01006194,Employment,8,"23,255",0.055,2019
E01006194,Health Deprivation and Disability,8,"24,552",-0.587,2019
E01006194,Income,7,"21,410",0.07,2019
E01006194,Income Deprivation Affecting Children,8,"25,720",0.06,2019
E01006194,Income Deprivation Affecting Older People,5,"15,322",0.138,2019
E01006194,Index of Multiple Deprivation,8,"25,351",9.323,2019
E01006194,Living Environment,5,"14,115",21.609,2019
E01006195,Barriers to Housing and Services,10,"32,220",4.497,2019
E01006195,Crime,9,"29,510",-1.056,2019
E01006195,"Education, Skills and Training",10,"30,204",2.623,2019
E01006195,Employment,9,"29,441",0.035,2019
E01006195,Health Deprivation and Disability,9,"27,208",-0.821,2019
E01006195,Income,10,"30,540",0.031,2019
E01006195,Income Deprivation Affecting Children,10,"30,812",0.029,2019
E01006195,Income Deprivation Affecting Older People,10,"30,263",0.043,2019
E01006195,Index of Multiple Deprivation,10,"31,838",3.6,2019
E01006195,Living Environment,5,"15,541",19.672,2019
E01006196,Barriers to Housing and Services,9,"28,029",10.615,2019
E01006196,Crime,8,"25,901",-0.672,2019
E01006196,"Education, Skills and Training",10,"30,218",2.614,2019
E01006196,Employment,9,"29,021",0.036,2019
E01006196,Health Deprivation and Disability,8,"22,998",-0.469,2019
E01006196,Income,9,"28,939",0.039,2019
E01006196,Income Deprivation Affecting Children,9,"28,125",0.046,2019
E01006196,Income Deprivation Affecting Older People,9,"28,140",0.055,2019
E01006196,Index of Multiple Deprivation,10,"29,665",5.809,2019
E01006196,Living Environment,4,"10,658",26.841,2019
E01006197,Barriers to Housing and Services,10,"31,988",5.124,2019
E01006197,Crime,7,"19,982",-0.225,2019
E01006197,"Education, Skills and Training",9,"28,932",3.662,2019
E01006197,Employment,7,"20,670",0.063,2019
E01006197,Health Deprivation and Disability,6,"18,755",-0.175,2019
E01006197,Income,8,"23,591",0.061,2019
E01006197,Income Deprivation Affecting Children,9,"26,358",0.056,2019
E01006197,Income Deprivation Affecting Older People,7,"22,188",0.087,2019
E01006197,Index of Multiple Deprivation,8,"24,261",10.195,2019
E01006197,Living Environment,3,"7,942",31.58,2019
E01006198,Barriers to Housing and Services,8,"23,008",15.006,2019
E01006198,Crime,5,"13,486",0.201,2019
E01006198,"Education, Skills and Training",6,"19,213",12.8,2019
E01006198,Employment,4,"12,430",0.101,2019
E01006198,Health Deprivation and Disability,3,"8,004",0.594,2019
E01006198,Income,5,"15,035",0.109,2019
E01006198,Income Deprivation Affecting Children,7,"20,114",0.095,2019
E01006198,Income Deprivation Affecting Older People,3,"9,563",0.206,2019
E01006198,Index of Multiple Deprivation,5,"13,898",20.546,2019
E01006198,Living Environment,3,"7,208",32.988,2019
E01006199,Barriers to Housing and Services,9,"27,410",11.206,2019
E01006199,Crime,7,"22,060",-0.373,2019
E01006199,"Education, Skills and Training",6,"18,267",13.885,2019
E01006199,Employment,4,"11,040",0.11,2019
E01006199,Health Deprivation and Disability,3,"8,917",0.516,2019
E01006199,Income,4,"12,104",0.134,2019
E01006199,Income Deprivation Affecting Children,5,"15,426",0.135,2019
E01006199,Income Deprivation Affecting Older People,3,"9,641",0.205,2019
E01006199,Index of Multiple Deprivation,5,"14,246",20.116,2019
E01006199,Living Environment,3,"9,443",28.89,2019
E01006200,Barriers to Housing and Services,7,"22,176",15.64,2019
E01006200,Crime,6,"19,533",-0.194,2019
E01006200,"Education, Skills and Training",8,"24,005",7.953,2019
E01006200,Employment,4,"12,555",0.1,2019
E01006200,Health Deprivation and Disability,3,"7,649",0.626,2019
E01006200,Income,4,"12,852",0.127,2019
E01006200,Income Deprivation Affecting Children,7,"22,167",0.081,2019
E01006200,Income Deprivation Affecting Older People,3,"9,763",0.203,2019
E01006200,Index of Multiple Deprivation,5,"15,448",18.753,2019
E01006200,Living Environment,5,"13,541",22.435,2019
E01006201,Barriers to Housing and Services,10,"31,099",6.785,2019
E01006201,Crime,5,"14,132",0.162,2019
E01006201,"Education, Skills and Training",9,"27,789",4.596,2019
E01006201,Employment,5,"14,166",0.091,2019
E01006201,Health Deprivation and Disability,3,"8,911",0.517,2019
E01006201,Income,6,"17,918",0.09,2019
E01006201,Income Deprivation Affecting Children,9,"28,867",0.041,2019
E01006201,Income Deprivation Affecting Older People,4,"10,278",0.196,2019
E01006201,Index of Multiple Deprivation,5,"15,957",18.197,2019
E01006201,Living Environment,2,"3,607",42.215,2019
E01006202,Barriers to Housing and Services,8,"24,317",13.935,2019
E01006202,Crime,8,"24,200",-0.531,2019
E01006202,"Education, Skills and Training",9,"27,020",5.251,2019
E01006202,Employment,5,"13,273",0.096,2019
E01006202,Health Deprivation and Disability,4,"13,050",0.201,2019
E01006202,Income,7,"20,405",0.075,2019
E01006202,Income Deprivation Affecting Children,8,"23,926",0.07,2019
E01006202,Income Deprivation Affecting Older People,9,"27,558",0.058,2019
E01006202,Index of Multiple Deprivation,6,"16,453",17.623,2019
E01006202,Living Environment,1,"1,652",51.562,2019
E01006203,Barriers to Housing and Services,9,"27,099",11.537,2019
E01006203,Crime,10,"32,170",-1.641,2019
E01006203,"Education, Skills and Training",10,"29,857",2.9,2019
E01006203,Employment,9,"26,798",0.044,2019
E01006203,Health Deprivation and Disability,7,"21,833",-0.378,2019
E01006203,Income,10,"31,320",0.027,2019
E01006203,Income Deprivation Affecting Children,10,"32,699",0.009,2019
E01006203,Income Deprivation Affecting Older People,9,"26,293",0.065,2019
E01006203,Index of Multiple Deprivation,10,"31,048",4.458,2019
E01006203,Living Environment,6,"18,663",15.696,2019
E01006204,Barriers to Housing and Services,9,"27,881",10.764,2019
E01006204,Crime,6,"16,946",-0.017,2019
E01006204,"Education, Skills and Training",9,"29,501",3.201,2019
E01006204,Employment,6,"18,808",0.07,2019
E01006204,Health Deprivation and Disability,8,"24,702",-0.599,2019
E01006204,Income,8,"23,095",0.063,2019
E01006204,Income Deprivation Affecting Children,8,"25,811",0.059,2019
E01006204,Income Deprivation Affecting Older People,8,"24,754",0.072,2019
E01006204,Index of Multiple Deprivation,8,"25,968",8.869,2019
E01006204,Living Environment,6,"17,662",16.914,2019
E01006205,Barriers to Housing and Services,9,"28,375",10.237,2019
E01006205,Crime,8,"24,588",-0.561,2019
E01006205,"Education, Skills and Training",10,"30,702",2.169,2019
E01006205,Employment,9,"28,439",0.038,2019
E01006205,Health Deprivation and Disability,8,"23,449",-0.502,2019
E01006205,Income,10,"30,676",0.031,2019
E01006205,Income Deprivation Affecting Children,10,"32,733",0.008,2019
E01006205,Income Deprivation Affecting Older People,9,"27,690",0.057,2019
E01006205,Index of Multiple Deprivation,10,"31,337",4.167,2019
E01006205,Living Environment,7,"21,137",12.905,2019
E01006206,Barriers to Housing and Services,9,"28,575",10.038,2019
E01006206,Crime,3,"8,230",0.562,2019
E01006206,"Education, Skills and Training",6,"19,132",12.889,2019
E01006206,Employment,4,"11,484",0.107,2019
E01006206,Health Deprivation and Disability,4,"10,084",0.418,2019
E01006206,Income,4,"10,680",0.148,2019
E01006206,Income Deprivation Affecting Children,4,"10,578",0.193,2019
E01006206,Income Deprivation Affecting Older People,4,"10,431",0.194,2019
E01006206,Index of Multiple Deprivation,5,"14,574",19.759,2019
E01006206,Living Environment,9,"27,603",6.668,2019
E01006207,Barriers to Housing and Services,6,"16,772",19.898,2019
E01006207,Crime,2,"5,614",0.783,2019
E01006207,"Education, Skills and Training",2,"5,056",41.263,2019
E01006207,Employment,1,"1,716",0.236,2019
E01006207,Health Deprivation and Disability,2,"3,686",1.079,2019
E01006207,Income,1,"2,934",0.278,2019
E01006207,Income Deprivation Affecting Children,2,"3,304",0.329,2019
E01006207,Income Deprivation Affecting Older People,2,"4,112",0.315,2019
E01006207,Index of Multiple Deprivation,1,"3,193",44.34,2019
E01006207,Living Environment,6,"19,044",15.176,2019
E01006208,Barriers to Housing and Services,9,"28,770",9.82,2019
E01006208,Crime,4,"12,386",0.27,2019
E01006208,"Education, Skills and Training",6,"17,200",15.204,2019
E01006208,Employment,5,"13,408",0.095,2019
E01006208,Health Deprivation and Disability,7,"19,997",-0.258,2019
E01006208,Income,4,"12,220",0.133,2019
E01006208,Income Deprivation Affecting Children,4,"12,516",0.167,2019
E01006208,Income Deprivation Affecting Older People,5,"13,991",0.151,2019
E01006208,Index of Multiple Deprivation,6,"17,914",16.03,2019
E01006208,Living Environment,8,"23,821",10.235,2019
E01006209,Barriers to Housing and Services,8,"25,008",13.339,2019
E01006209,Crime,8,"23,341",-0.468,2019
E01006209,"Education, Skills and Training",10,"31,374",1.568,2019
E01006209,Employment,8,"24,699",0.05,2019
E01006209,Health Deprivation and Disability,8,"26,088",-0.716,2019
E01006209,Income,9,"29,477",0.036,2019
E01006209,Income Deprivation Affecting Children,10,"32,774",0.007,2019
E01006209,Income Deprivation Affecting Older People,8,"25,943",0.066,2019
E01006209,Index of Multiple Deprivation,10,"29,841",5.667,2019
E01006209,Living Environment,5,"15,904",19.176,2019
E01006210,Barriers to Housing and Services,6,"17,517",19.301,2019
E01006210,Crime,9,"27,482",-0.818,2019
E01006210,"Education, Skills and Training",10,"31,356",1.581,2019
E01006210,Employment,6,"18,056",0.073,2019
E01006210,Health Deprivation and Disability,7,"21,826",-0.377,2019
E01006210,Income,8,"23,687",0.06,2019
E01006210,Income Deprivation Affecting Children,9,"29,447",0.038,2019
E01006210,Income Deprivation Affecting Older People,7,"22,224",0.086,2019
E01006210,Index of Multiple Deprivation,8,"25,279",9.386,2019
E01006210,Living Environment,5,"15,387",19.874,2019
E01006211,Barriers to Housing and Services,6,"19,272",17.896,2019
E01006211,Crime,3,"9,501",0.468,2019
E01006211,"Education, Skills and Training",4,"11,062",24.556,2019
E01006211,Employment,3,"8,246",0.132,2019
E01006211,Health Deprivation and Disability,3,"8,523",0.549,2019
E01006211,Income,3,"8,914",0.168,2019
E01006211,Income Deprivation Affecting Children,4,"12,300",0.17,2019
E01006211,Income Deprivation Affecting Older People,3,"7,878",0.234,2019
E01006211,Index of Multiple Deprivation,4,"10,238",25.928,2019
E01006211,Living Environment,6,"17,580",17.009,2019
E01006074,Barriers to Housing and Services,7,22381,15.54,2015
E01006074,Crime,10,30588,-1.166,2015
E01006074,"Education, Skills and Training",6,16713,15.961,2015
E01006074,Employment,4,10369,0.137,2015
E01006074,Health Deprivation and Disability,2,6037,0.808,2015
E01006074,Income,4,11315,0.162,2015
E01006074,Income Deprivation Affecting Children,5,13877,0.178,2015
E01006074,Income Deprivation Affecting Older People,3,9698,0.23,2015
E01006074,Index of Multiple Deprivation,5,14072,20.186,2015
E01006074,Living Environment,7,21730,11.688,2015
E01006075,Barriers to Housing and Services,9,27531,11.173,2015
E01006075,Crime,7,20468,-0.258,2015
E01006075,"Education, Skills and Training",10,32471,0.6,2015
E01006075,Employment,9,26673,0.054,2015
E01006075,Health Deprivation and Disability,7,20857,-0.32,2015
E01006075,Income,8,26256,0.057,2015
E01006075,Income Deprivation Affecting Children,9,28574,0.05,2015
E01006075,Income Deprivation Affecting Older People,8,23137,0.097,2015
E01006075,Index of Multiple Deprivation,9,28076,6.921,2015
E01006075,Living Environment,4,13078,22.308,2015
E01006076,Barriers to Housing and Services,7,22164,15.701,2015
E01006076,Crime,7,20290,-0.245,2015
E01006076,"Education, Skills and Training",10,32211,0.852,2015
E01006076,Employment,8,25930,0.057,2015
E01006076,Health Deprivation and Disability,8,23525,-0.523,2015
E01006076,Income,8,26094,0.058,2015
E01006076,Income Deprivation Affecting Children,8,25921,0.066,2015
E01006076,Income Deprivation Affecting Older People,9,29517,0.059,2015
E01006076,Index of Multiple Deprivation,9,28533,6.548,2015
E01006076,Living Environment,6,18138,15.459,2015
E01006077,Barriers to Housing and Services,9,27683,11.018,2015
E01006077,Crime,6,16759,-0.014,2015
E01006077,"Education, Skills and Training",10,31850,1.191,2015
E01006077,Employment,6,16982,0.094,2015
E01006077,Health Deprivation and Disability,5,15658,0.032,2015
E01006077,Income,6,18625,0.098,2015
E01006077,Income Deprivation Affecting Children,7,22590,0.09,2015
E01006077,Income Deprivation Affecting Older People,5,15581,0.158,2015
E01006077,Index of Multiple Deprivation,7,21664,12.113,2015
E01006077,Living Environment,5,14236,20.585,2015
E01006078,Barriers to Housing and Services,10,31000,7.209,2015
E01006078,Crime,9,28245,-0.874,2015
E01006078,"Education, Skills and Training",8,24686,7.34,2015
E01006078,Employment,8,24636,0.062,2015
E01006078,Health Deprivation and Disability,4,12936,0.221,2015
E01006078,Income,7,21948,0.078,2015
E01006078,Income Deprivation Affecting Children,7,21614,0.098,2015
E01006078,Income Deprivation Affecting Older People,4,12695,0.19,2015
E01006078,Index of Multiple Deprivation,8,23972,10.184,2015
E01006078,Living Environment,3,9820,27.77,2015
E01006079,Barriers to Housing and Services,8,24750,13.625,2015
E01006079,Crime,10,30900,-1.218,2015
E01006079,"Education, Skills and Training",10,32394,0.689,2015
E01006079,Employment,8,25896,0.057,2015
E01006079,Health Deprivation and Disability,9,28323,-0.971,2015
E01006079,Income,9,26633,0.056,2015
E01006079,Income Deprivation Affecting Children,8,24158,0.078,2015
E01006079,Income Deprivation Affecting Older People,9,29452,0.059,2015
E01006079,Index of Multiple Deprivation,10,31554,3.705,2015
E01006079,Living Environment,10,29845,4.474,2015
E01006080,Barriers to Housing and Services,10,32439,3.928,2015
E01006080,Crime,9,27131,-0.766,2015
E01006080,"Education, Skills and Training",10,30629,2.284,2015
E01006080,Employment,7,22607,0.069,2015
E01006080,Health Deprivation and Disability,7,22734,-0.46,2015
E01006080,Income,8,25687,0.06,2015
E01006080,Income Deprivation Affecting Children,10,30180,0.039,2015
E01006080,Income Deprivation Affecting Older People,7,19935,0.119,2015
E01006080,Index of Multiple Deprivation,9,27402,7.474,2015
E01006080,Living Environment,3,9673,28.031,2015
E01006081,Barriers to Housing and Services,4,12858,23.285,2015
E01006081,Crime,10,30666,-1.177,2015
E01006081,"Education, Skills and Training",10,32626,0.398,2015
E01006081,Employment,10,32572,0.02,2015
E01006081,Health Deprivation and Disability,10,30827,-1.346,2015
E01006081,Income,10,32643,0.017,2015
E01006081,Income Deprivation Affecting Children,10,32185,0.021,2015
E01006081,Income Deprivation Affecting Older People,10,32793,0.017,2015
E01006081,Index of Multiple Deprivation,10,32404,2.486,2015
E01006081,Living Environment,10,31495,2.786,2015
E01006082,Barriers to Housing and Services,8,25305,13.132,2015
E01006082,Crime,8,23238,-0.452,2015
E01006082,"Education, Skills and Training",10,32731,0.257,2015
E01006082,Employment,10,32176,0.027,2015
E01006082,Health Deprivation and Disability,10,30450,-1.271,2015
E01006082,Income,10,32744,0.014,2015
E01006082,Income Deprivation Affecting Children,10,32723,0.01,2015
E01006082,Income Deprivation Affecting Older People,10,32774,0.019,2015
E01006082,Index of Multiple Deprivation,10,32535,2.239,2015
E01006082,Living Environment,8,24739,8.944,2015
E01006083,Barriers to Housing and Services,9,29192,9.608,2015
E01006083,Crime,9,27483,-0.797,2015
E01006083,"Education, Skills and Training",10,32767,0.193,2015
E01006083,Employment,10,31459,0.033,2015
E01006083,Health Deprivation and Disability,9,27776,-0.908,2015
E01006083,Income,10,32451,0.02,2015
E01006083,Income Deprivation Affecting Children,10,31038,0.032,2015
